problem,solution,probes,positives,negatives,item_space,answer_raw,features,depth,base_rate,neg_types,edit_distance_stats,neg_provenance
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. fduugs
  2. uxiaop
  3. nayrpb
  4. xpilsa
  5. rpqmfj
  6. xoluje

Group B (negative examples):
  1. rhpqmfj
  2. nayrb
  3. pilsa
  4. fuugs
  5. xouje
  6. uxiao",the length of the string is exactly 6,"[{""item"": ""qnp"", ""label"": ""B""}, {""item"": ""jol"", ""label"": ""B""}, {""item"": ""akoawv"", ""label"": ""A""}, {""item"": ""lzsaeb"", ""label"": ""A""}, {""item"": ""fvylzn"", ""label"": ""A""}, {""item"": ""ahylnl"", ""label"": ""A""}, {""item"": ""grwviz"", ""label"": ""A""}, {""item"": ""lfuql"", ""label"": ""B""}, {""item"": ""akuoc"", ""label"": ""B""}, {""item"": ""shb"", ""label"": ""B""}]","[""fduugs"", ""uxiaop"", ""nayrpb"", ""xpilsa"", ""rpqmfj"", ""xoluje""]","[""rhpqmfj"", ""nayrb"", ""pilsa"", ""fuugs"", ""xouje"", ""uxiao""]",lower_alpha_L3-7,length equals 6,"[""length""]",0,0.21,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""pilsa"", ""src"": ""xpilsa"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""rhpqmfj"", ""src"": ""rpqmfj"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nayrb"", ""src"": ""nayrpb"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""uxiao"", ""src"": ""uxiaop"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""xouje"", ""src"": ""xoluje"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""fuugs"", ""src"": ""fduugs"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 7424
  2. 5693
  3. 7788
  4. 2685
  5. 9578
  6. 5675

Group B (negative examples):
  1. 5671
  2. 7404
  3. 5691
  4. 4788
  5. 9548
  6. 2605",the smallest digit is prime,"[{""item"": ""6053"", ""label"": ""B""}, {""item"": ""5839"", ""label"": ""A""}, {""item"": ""1255"", ""label"": ""B""}, {""item"": ""8936"", ""label"": ""A""}, {""item"": ""4295"", ""label"": ""A""}, {""item"": ""7293"", ""label"": ""A""}, {""item"": ""1486"", ""label"": ""B""}, {""item"": ""3684"", ""label"": ""A""}, {""item"": ""0197"", ""label"": ""B""}, {""item"": ""8970"", ""label"": ""B""}]","[""7424"", ""5693"", ""7788"", ""2685"", ""9578"", ""5675""]","[""5671"", ""7404"", ""5691"", ""4788"", ""9548"", ""2605""]",lower_digit_L4,min digit is prime,"[""min_digit""]",0,0.35,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""5671"", ""src"": ""5675"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""7404"", ""src"": ""7424"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5691"", ""src"": ""5693"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""4788"", ""src"": ""7788"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9548"", ""src"": ""9578"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2605"", ""src"": ""2685"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. FiEaV
  2. HcOtO
  3. CfOsN
  4. VvYrL
  5. BoGeJ
  6. TcWwX

Group B (negative examples):
  1. TWcwX
  2. FiEVa
  3. BoGer
  4. CfOsp
  5. HctOO
  6. VIYrL",the string alternates between upper and lowercase,"[{""item"": ""sGmHj"", ""label"": ""A""}, {""item"": ""kZwHv"", ""label"": ""A""}, {""item"": ""LonbU"", ""label"": ""B""}, {""item"": ""rdjmp"", ""label"": ""B""}, {""item"": ""asnzp"", ""label"": ""B""}, {""item"": ""zUkDz"", ""label"": ""A""}, {""item"": ""AjOgR"", ""label"": ""A""}, {""item"": ""PfOwH"", ""label"": ""A""}, {""item"": ""VChdY"", ""label"": ""B""}, {""item"": ""cBboI"", ""label"": ""B""}]","[""FiEaV"", ""HcOtO"", ""CfOsN"", ""VvYrL"", ""BoGeJ"", ""TcWwX""]","[""TWcwX"", ""FiEVa"", ""BoGer"", ""CfOsp"", ""HctOO"", ""VIYrL""]",mixed_alpha_L5,is alternating case,"[""is_alternating_case""]",0,0.07,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.5}","[{""neg"": ""VIYrL"", ""src"": ""VvYrL"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""TWcwX"", ""src"": ""TcWwX"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""HctOO"", ""src"": ""HcOtO"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""FiEVa"", ""src"": ""FiEaV"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""BoGer"", ""src"": ""BoGeJ"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""CfOsp"", ""src"": ""CfOsN"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. nsvat
  2. iqtgn
  3. sasts
  4. mfuie
  5. tdctw
  6. gihit

Group B (negative examples):
  1. nsvac
  2. mfuke
  3. gzhit
  4. iqtgz
  5. sazts
  6. tdotw",the total Morse code length is exactly 12,"[{""item"": ""ngaiw"", ""label"": ""A""}, {""item"": ""iiyll"", ""label"": ""B""}, {""item"": ""fwtai"", ""label"": ""A""}, {""item"": ""eugty"", ""label"": ""A""}, {""item"": ""gsrri"", ""label"": ""B""}, {""item"": ""cmqee"", ""label"": ""A""}, {""item"": ""tjnpd"", ""label"": ""B""}, {""item"": ""sxyds"", ""label"": ""B""}, {""item"": ""xlblk"", ""label"": ""B""}, {""item"": ""jnuen"", ""label"": ""A""}]","[""nsvat"", ""iqtgn"", ""sasts"", ""mfuie"", ""tdctw"", ""gihit""]","[""nsvac"", ""mfuke"", ""gzhit"", ""iqtgz"", ""sazts"", ""tdotw""]",lower_alpha_L5,morse length equals 12,"[""morse_length""]",0,0.04,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""iqtgz"", ""src"": ""iqtgn"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""tdotw"", ""src"": ""tdctw"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""mfuke"", ""src"": ""mfuie"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""gzhit"", ""src"": ""gihit"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nsvac"", ""src"": ""nsvat"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""sazts"", ""src"": ""sasts"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 8540
  2. 8640
  3. 9643
  4. 8310
  5. 6300
  6. 9700

Group B (negative examples):
  1. 6943
  2. 7900
  3. 3600
  4. 3810
  5. 8504
  6. 8040",the digits are in descending order,"[{""item"": ""7657"", ""label"": ""B""}, {""item"": ""9442"", ""label"": ""A""}, {""item"": ""9312"", ""label"": ""B""}, {""item"": ""4793"", ""label"": ""B""}, {""item"": ""2173"", ""label"": ""B""}, {""item"": ""8511"", ""label"": ""A""}, {""item"": ""3149"", ""label"": ""B""}, {""item"": ""9964"", ""label"": ""A""}, {""item"": ""8220"", ""label"": ""A""}, {""item"": ""7200"", ""label"": ""A""}]","[""8540"", ""8640"", ""9643"", ""8310"", ""6300"", ""9700""]","[""6943"", ""7900"", ""3600"", ""3810"", ""8504"", ""8040""]",lower_digit_L4,digits sorted descending,"[""digits_sorted_descending""]",0,0.07,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.83}","[{""neg"": ""8040"", ""src"": ""8640"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3600"", ""src"": ""6300"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""7900"", ""src"": ""9700"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""3810"", ""src"": ""8310"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""8504"", ""src"": ""8540"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""6943"", ""src"": ""9643"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. abvja
  2. cbysp
  3. bfxnc
  4. nafut
  5. eaxzi
  6. rgoom

Group B (negative examples):
  1. rgosm
  2. bfxne
  3. cbosp
  4. nafft
  5. eaazi
  6. abvjn",the number of consonants is prime,"[{""item"": ""pxupy"", ""label"": ""B""}, {""item"": ""apcdf"", ""label"": ""B""}, {""item"": ""vfrqr"", ""label"": ""A""}, {""item"": ""xmlje"", ""label"": ""B""}, {""item"": ""geeqx"", ""label"": ""A""}, {""item"": ""urwfi"", ""label"": ""A""}, {""item"": ""aedni"", ""label"": ""A""}, {""item"": ""mmkoz"", ""label"": ""B""}, {""item"": ""utsgn"", ""label"": ""B""}, {""item"": ""wphlq"", ""label"": ""A""}]","[""abvja"", ""cbysp"", ""bfxnc"", ""nafut"", ""eaxzi"", ""rgoom""]","[""rgosm"", ""bfxne"", ""cbosp"", ""nafft"", ""eaazi"", ""abvjn""]",lower_alpha_L5,count consonants is prime,"[""count_consonants""]",0,0.57,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""rgosm"", ""src"": ""rgoom"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""eaazi"", ""src"": ""eaxzi"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""bfxne"", ""src"": ""bfxnc"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nafft"", ""src"": ""nafut"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""cbosp"", ""src"": ""cbysp"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""abvjn"", ""src"": ""abvja"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. hbiXP
  2. KaiXs
  3. jCLKQ
  4. mlyfa
  5. qPecO
  6. PmDIX

Group B (negative examples):
  1. raiXs
  2. jCLgQ
  3. hQiXP
  4. qPecx
  5. mGyfa
  6. PmDqX",the number of lowercase letters is odd,"[{""item"": ""jnxOa"", ""label"": ""B""}, {""item"": ""YgDaW"", ""label"": ""B""}, {""item"": ""aCbkI"", ""label"": ""A""}, {""item"": ""SHwCz"", ""label"": ""B""}, {""item"": ""KalbE"", ""label"": ""A""}, {""item"": ""DGUdE"", ""label"": ""A""}, {""item"": ""NZzXi"", ""label"": ""B""}, {""item"": ""MYKdk"", ""label"": ""B""}, {""item"": ""kKTOU"", ""label"": ""A""}, {""item"": ""mhzNO"", ""label"": ""A""}]","[""hbiXP"", ""KaiXs"", ""jCLKQ"", ""mlyfa"", ""qPecO"", ""PmDIX""]","[""raiXs"", ""jCLgQ"", ""hQiXP"", ""qPecx"", ""mGyfa"", ""PmDqX""]",mixed_alpha_L5,count lowercase is odd,"[""count_lowercase""]",0,0.48,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""mGyfa"", ""src"": ""mlyfa"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""hQiXP"", ""src"": ""hbiXP"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""jCLgQ"", ""src"": ""jCLKQ"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""raiXs"", ""src"": ""KaiXs"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""PmDqX"", ""src"": ""PmDIX"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""qPecx"", ""src"": ""qPecO"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 3348
  2. 0055
  3. 0578
  4. 2339
  5. 1159
  6. 3588

Group B (negative examples):
  1. 3239
  2. 3438
  3. 0505
  4. 0598
  5. 5388
  6. 1195",the digits are in ascending order,"[{""item"": ""9281"", ""label"": ""B""}, {""item"": ""2888"", ""label"": ""A""}, {""item"": ""2298"", ""label"": ""B""}, {""item"": ""7367"", ""label"": ""B""}, {""item"": ""0128"", ""label"": ""A""}, {""item"": ""5444"", ""label"": ""B""}, {""item"": ""0123"", ""label"": ""A""}, {""item"": ""9654"", ""label"": ""B""}, {""item"": ""2233"", ""label"": ""A""}, {""item"": ""0088"", ""label"": ""A""}]","[""3348"", ""0055"", ""0578"", ""2339"", ""1159"", ""3588""]","[""3239"", ""3438"", ""0505"", ""0598"", ""5388"", ""1195""]",lower_digit_L4,digits sorted ascending,"[""digits_sorted_ascending""]",0,0.06,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.83}","[{""neg"": ""3239"", ""src"": ""2339"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""1195"", ""src"": ""1159"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""0505"", ""src"": ""0055"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""3438"", ""src"": ""3348"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""0598"", ""src"": ""0578"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5388"", ""src"": ""3588"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 10
  2. 82
  3. 93
  4. 08
  5. 74
  6. 55

Group B (negative examples):
  1. 47
  2. 40
  3. 73
  4. 80
  5. 53
  6. 28",the number of divisors is exactly 4,"[{""item"": ""06"", ""label"": ""A""}, {""item"": ""19"", ""label"": ""B""}, {""item"": ""98"", ""label"": ""B""}, {""item"": ""96"", ""label"": ""B""}, {""item"": ""15"", ""label"": ""A""}, {""item"": ""92"", ""label"": ""B""}, {""item"": ""85"", ""label"": ""A""}, {""item"": ""07"", ""label"": ""B""}, {""item"": ""21"", ""label"": ""A""}, {""item"": ""26"", ""label"": ""A""}]","[""10"", ""82"", ""93"", ""08"", ""74"", ""55""]","[""47"", ""40"", ""73"", ""80"", ""53"", ""28""]",lower_digit_L2,num divisors equals 4,"[""num_divisors""]",0,0.31,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.5}","[{""neg"": ""28"", ""src"": ""82"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""53"", ""src"": ""55"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""73"", ""src"": ""93"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""47"", ""src"": ""74"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""80"", ""src"": ""08"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""40"", ""src"": ""10"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. rrrrr
  2. ppppp
  3. uuuuu
  4. iiiii
  5. kkkkk
  6. fffff

Group B (negative examples):
  1. hihzr
  2. aujyj
  3. qjhds
  4. drfrd
  5. wpvdq
  6. xxdvi",all characters are the same,[],"[""rrrrr"", ""ppppp"", ""uuuuu"", ""iiiii"", ""kkkkk"", ""fffff""]","[""hihzr"", ""aujyj"", ""qjhds"", ""drfrd"", ""wpvdq"", ""xxdvi""]",lower_alpha_L5,all chars same,"[""all_chars_same""]",0,0.00,"{""close_targeted"": 0, ""close_simple"": 0, ""random"": 6}",{},"[{""neg"": ""hihzr"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""drfrd"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""aujyj"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""qjhds"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""wpvdq"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""xxdvi"", ""src"": null, ""method"": ""random"", ""ed"": null}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. vacxi
  2. ajusb
  3. oukzc
  4. ditdi
  5. zsuqo
  6. ayqqo

Group B (negative examples):
  1. ajlsb
  2. zstqo
  3. ayqqx
  4. ditei
  5. ohkzc
  6. vauxi",the number of vowels is exactly 2,"[{""item"": ""plvae"", ""label"": ""A""}, {""item"": ""htcbp"", ""label"": ""B""}, {""item"": ""stere"", ""label"": ""A""}, {""item"": ""baihq"", ""label"": ""A""}, {""item"": ""uyagd"", ""label"": ""A""}, {""item"": ""bwawa"", ""label"": ""A""}, {""item"": ""brmhd"", ""label"": ""B""}, {""item"": ""hkcdb"", ""label"": ""B""}, {""item"": ""yumfm"", ""label"": ""B""}, {""item"": ""vqric"", ""label"": ""B""}]","[""vacxi"", ""ajusb"", ""oukzc"", ""ditdi"", ""zsuqo"", ""ayqqo""]","[""ajlsb"", ""zstqo"", ""ayqqx"", ""ditei"", ""ohkzc"", ""vauxi""]",lower_alpha_L5,count vowels equals 2,"[""count_vowels""]",0,0.21,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""vauxi"", ""src"": ""vacxi"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""zstqo"", ""src"": ""zsuqo"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ohkzc"", ""src"": ""oukzc"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ditei"", ""src"": ""ditdi"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ajlsb"", ""src"": ""ajusb"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ayqqx"", ""src"": ""ayqqo"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. ybmaw
  2. fprvo
  3. fwigy
  4. vnkxo
  5. yzezq
  6. xircc

Group B (negative examples):
  1. xiocc
  2. yzqzq
  3. ybmaa
  4. vnkxz
  5. fprvh
  6. fwjgy",the number of consonants is exactly 4,"[{""item"": ""zljnc"", ""label"": ""B""}, {""item"": ""xpgxl"", ""label"": ""B""}, {""item"": ""gvbjh"", ""label"": ""B""}, {""item"": ""gmuvy"", ""label"": ""A""}, {""item"": ""zenzq"", ""label"": ""A""}, {""item"": ""kukkv"", ""label"": ""A""}, {""item"": ""dyfcu"", ""label"": ""A""}, {""item"": ""wepzp"", ""label"": ""A""}, {""item"": ""rvrlg"", ""label"": ""B""}, {""item"": ""lxnqq"", ""label"": ""B""}]","[""ybmaw"", ""fprvo"", ""fwigy"", ""vnkxo"", ""yzezq"", ""xircc""]","[""xiocc"", ""yzqzq"", ""ybmaa"", ""vnkxz"", ""fprvh"", ""fwjgy""]",lower_alpha_L5,count consonants equals 4,"[""count_consonants""]",0,0.39,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""fwjgy"", ""src"": ""fwigy"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ybmaa"", ""src"": ""ybmaw"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""yzqzq"", ""src"": ""yzezq"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""fprvh"", ""src"": ""fprvo"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""xiocc"", ""src"": ""xircc"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""vnkxz"", ""src"": ""vnkxo"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. uaamb
  2. ejzjo
  3. nmhxx
  4. arshs
  5. tbfet
  6. fgxrx

Group B (negative examples):
  1. enzjo
  2. uzamb
  3. tbtet
  4. fgprx
  5. arzhs
  6. nmhxw",the number of distinct characters is exactly 4,"[{""item"": ""pozgk"", ""label"": ""B""}, {""item"": ""qejph"", ""label"": ""B""}, {""item"": ""szrod"", ""label"": ""B""}, {""item"": ""mkouh"", ""label"": ""B""}, {""item"": ""migiw"", ""label"": ""A""}, {""item"": ""srxxa"", ""label"": ""A""}, {""item"": ""ekakr"", ""label"": ""A""}, {""item"": ""qxdgk"", ""label"": ""B""}, {""item"": ""wzuou"", ""label"": ""A""}, {""item"": ""ninlj"", ""label"": ""A""}]","[""uaamb"", ""ejzjo"", ""nmhxx"", ""arshs"", ""tbfet"", ""fgxrx""]","[""enzjo"", ""uzamb"", ""tbtet"", ""fgprx"", ""arzhs"", ""nmhxw""]",lower_alpha_L5,count unique equals 4,"[""count_unique""]",0,0.31,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""fgprx"", ""src"": ""fgxrx"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""enzjo"", ""src"": ""ejzjo"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""arzhs"", ""src"": ""arshs"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""tbtet"", ""src"": ""tbfet"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nmhxw"", ""src"": ""nmhxx"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""uzamb"", ""src"": ""uaamb"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. @k!8+
  2. -x@+0
  3. =e!h$
  4. $#ak*
  5. *3-b$
  6. s#%e-

Group B (negative examples):
  1. ck!8+
  2. -xo+0
  3. $uak*
  4. *3-bn
  5. =e!h1
  6. s#%eo",the number of symbols is exactly 3,"[{""item"": ""k&9*&"", ""label"": ""A""}, {""item"": ""=#36u"", ""label"": ""B""}, {""item"": ""lliq7"", ""label"": ""B""}, {""item"": ""b2+-&"", ""label"": ""A""}, {""item"": ""u9l+b"", ""label"": ""B""}, {""item"": ""r4si@"", ""label"": ""B""}, {""item"": ""si&45"", ""label"": ""B""}, {""item"": ""r!*j+"", ""label"": ""A""}, {""item"": ""$&+90"", ""label"": ""A""}, {""item"": ""=$g$r"", ""label"": ""A""}]","[""@k!8+"", ""-x@+0"", ""=e!h$"", ""$#ak*"", ""*3-b$"", ""s#%e-""]","[""ck!8+"", ""-xo+0"", ""$uak*"", ""*3-bn"", ""=e!h1"", ""s#%eo""]",lower_with_symbols_L5,count symbols equals 3,"[""count_symbols""]",0,0.08,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""ck!8+"", ""src"": ""@k!8+"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""=e!h1"", ""src"": ""=e!h$"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""*3-bn"", ""src"": ""*3-b$"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""s#%eo"", ""src"": ""s#%e-"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""-xo+0"", ""src"": ""-x@+0"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""$uak*"", ""src"": ""$#ak*"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. avk
  2. xnfgwqp
  3. gqbxk
  4. zcsftwo
  5. lde
  6. jwkxp

Group B (negative examples):
  1. jkxp
  2. zsftwo
  3. nfgwqp
  4. gqbk
  5. ldee
  6. avbk",the length of the string is odd,"[{""item"": ""jcvvtr"", ""label"": ""B""}, {""item"": ""jwos"", ""label"": ""B""}, {""item"": ""lzs"", ""label"": ""A""}, {""item"": ""aczgpe"", ""label"": ""B""}, {""item"": ""wcnmadq"", ""label"": ""A""}, {""item"": ""ydq"", ""label"": ""A""}, {""item"": ""wjeaw"", ""label"": ""A""}, {""item"": ""zqhbso"", ""label"": ""B""}, {""item"": ""jzsqukh"", ""label"": ""A""}, {""item"": ""labgam"", ""label"": ""B""}]","[""avk"", ""xnfgwqp"", ""gqbxk"", ""zcsftwo"", ""lde"", ""jwkxp""]","[""jkxp"", ""zsftwo"", ""nfgwqp"", ""gqbk"", ""ldee"", ""avbk""]",lower_alpha_L3-7,length is odd,"[""length""]",0,0.59,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""zsftwo"", ""src"": ""zcsftwo"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""avbk"", ""src"": ""avk"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""jkxp"", ""src"": ""jwkxp"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nfgwqp"", ""src"": ""xnfgwqp"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ldee"", ""src"": ""lde"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""gqbk"", ""src"": ""gqbxk"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 02
  2. 59
  3. 83
  4. 97
  5. 29
  6. 73

Group B (negative examples):
  1. 38
  2. 32
  3. 93
  4. 74
  5. 92
  6. 95",the number of divisors is exactly 2,"[{""item"": ""17"", ""label"": ""A""}, {""item"": ""00"", ""label"": ""B""}, {""item"": ""49"", ""label"": ""B""}, {""item"": ""89"", ""label"": ""A""}, {""item"": ""52"", ""label"": ""B""}, {""item"": ""60"", ""label"": ""B""}, {""item"": ""16"", ""label"": ""B""}, {""item"": ""03"", ""label"": ""A""}, {""item"": ""19"", ""label"": ""A""}, {""item"": ""41"", ""label"": ""A""}]","[""02"", ""59"", ""83"", ""97"", ""29"", ""73""]","[""38"", ""32"", ""93"", ""74"", ""92"", ""95""]",lower_digit_L2,num divisors equals 2,"[""num_divisors""]",0,0.25,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.5}","[{""neg"": ""32"", ""src"": ""02"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""38"", ""src"": ""83"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""95"", ""src"": ""59"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""92"", ""src"": ""29"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""93"", ""src"": ""97"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""74"", ""src"": ""73"", ""method"": ""close_simple"", ""ed"": 1}]"
