problem,solution
"Other: siqe cebimu rutu cetejo vipare English: the child saw a bird
Other: rutu tatejo rutu takeve pimude English: birds will slap cats
Other: siqe taqici siqe takeve vipare English: the people saw the cats
Other: rutu tatejo rutu ceqici viwojo English: birds disliked a person
Other: siqe tapesa siqe taqici riwojo English: the crows dislike the people
Other: rutu takeve siqe cetejo pipare English: ",cats will see the bird
"English: the child saw a bird Other: siqe cebimu rutu cetejo vipare
English: birds will slap cats Other: rutu tatejo rutu takeve pimude
English: the people saw the cats Other: siqe taqici siqe takeve vipare
English: birds disliked a person Other: rutu tatejo rutu ceqici viwojo
English: the crows dislike the people Other: siqe tapesa siqe taqici riwojo
English: cats will see the bird Other: ",rutu takeve siqe cetejo pipare
"Other: migoju civa yolaju foqe buqodu English: children dislike the dolphins
Other: yolaku foqe gibuju foqe buqoxu English: the dolphin disliked the people
Other: migoju foqe gibuju foqe talaxu English: the children hit the people
Other: zufuju foqe gibuju civa talasi English: the frogs will hit people
Other: migoju foqe zufuku civa movexu English: the children touched a frog
Other: zufuju foqe zufuju civa talasi English: ",the frogs will hit frogs
"English: children dislike the dolphins Other: migoju civa yolaju foqe buqodu
English: the dolphin disliked the people Other: yolaku foqe gibuju foqe buqoxu
English: the children hit the people Other: migoju foqe gibuju foqe talaxu
English: the frogs will hit people Other: zufuju foqe gibuju civa talasi
English: the children touched a frog Other: migoju foqe zufuku civa movexu
English: the frogs will hit frogs Other: ",zufuju foqe zufuju civa talasi
"Other: juge vupicu juge judexe zexoma English: the dogs saw the dolphin
Other: dopa judexe juge xewacu zexogi English: a dolphin sees the cats
Other: juge kulexe dopa xewacu cacema English: the crow praised cats
Other: juge cemuxe juge kulexe cacema English: the frog praised the crow
Other: juge judecu juge cemuxe kuyigi English: the dolphins slap the frog
Other: juge judecu juge judecu cacema English: ",the dolphins praised the dolphins
"English: the dogs saw the dolphin Other: juge vupicu juge judexe zexoma
English: a dolphin sees the cats Other: dopa judexe juge xewacu zexogi
English: the crow praised cats Other: juge kulexe dopa xewacu cacema
English: the frog praised the crow Other: juge cemuxe juge kulexe cacema
English: the dolphins slap the frog Other: juge judecu juge cemuxe kuyigi
English: the dolphins praised the dolphins Other: ",juge judecu juge judecu cacema
"Other: seci didulu quli damalu voratu English: the crow remembers a cat
Other: seci zatuzi quli damalu luduqo English: the frogs will dislike a cat
Other: quli damalu quli zatuzi voraqo English: a cat will remember frogs
Other: seci macuzi quli diduzi medatu English: the monkeys like crows
Other: quli macuzi quli zatulu ludunu English: monkeys disliked a frog
Other: quli zatuzi seci zatulu luduqo English: ",frogs will dislike the frog
"English: the crow remembers a cat Other: seci didulu quli damalu voratu
English: the frogs will dislike a cat Other: seci zatuzi quli damalu luduqo
English: a cat will remember frogs Other: quli damalu quli zatuzi voraqo
English: the monkeys like crows Other: seci macuzi quli diduzi medatu
English: monkeys disliked a frog Other: quli macuzi quli zatulu ludunu
English: frogs will dislike the frog Other: ",quli zatuzi seci zatulu luduqo
"Other: yide xoveca lahozi yide sutafu English: a bird wants people
Other: yide xovefu qenenu bave cuxafu English: birds remembered the dolphins
Other: bave xipoca duzinu bave retaca English: the cat saw the frog
Other: yide xipofu xixenu yide xovefu English: cats liked birds
Other: bave vidoca duzinu bave xipoca English: the monkey saw the cat
Other: bave cuxafu duzinu yide vidoca English: ",the dolphins saw a monkey
"English: a bird wants people Other: yide xoveca lahozi yide sutafu
English: birds remembered the dolphins Other: yide xovefu qenenu bave cuxafu
English: the cat saw the frog Other: bave xipoca duzinu bave retaca
English: cats liked birds Other: yide xipofu xixenu yide xovefu
English: the monkey saw the cat Other: bave vidoca duzinu bave xipoca
English: the dolphins saw a monkey Other: ",bave cuxafu duzinu yide vidoca
"Other: qugidu necu bahogo jiyedu cemu English: people dislike the frogs
Other: komuke cemu bahogo qugike necu English: the crow dislikes a person
Other: jiyeke cemu sayeri komuke cemu English: the frog praised the crow
Other: jiyedu cemu rigiri baqodu necu English: the frogs touched cats
Other: baqoke necu rigimu qugike cemu English: a cat will touch the person
Other: jiyedu necu rigigo komuke necu English: ",frogs touch a crow
"English: people dislike the frogs Other: qugidu necu bahogo jiyedu cemu
English: the crow dislikes a person Other: komuke cemu bahogo qugike necu
English: the frog praised the crow Other: jiyeke cemu sayeri komuke cemu
English: the frogs touched cats Other: jiyedu cemu rigiri baqodu necu
English: a cat will touch the person Other: baqoke necu rigimu qugike cemu
English: frogs touch a crow Other: ",jiyedu necu rigigo komuke necu
"Other: zaquvu gera taxego xohuvu hawu English: a cat will dislike the bird
Other: joyivu hawu jokugo yugoma hawu English: the frog will touch the dolphins
Other: zaquvu hawu puqugo yugoma hawu English: the cat will hit the dolphins
Other: zaquma hawu taxego yugoma gera English: the cats will dislike dolphins
Other: tomuvu gera taxeze yugovu hawu English: a dog dislikes the dolphin
Other: zaquvu gera taxego zaquvu hawu English: ",a cat will dislike the cat
"English: a cat will dislike the bird Other: zaquvu gera taxego xohuvu hawu
English: the frog will touch the dolphins Other: joyivu hawu jokugo yugoma hawu
English: the cat will hit the dolphins Other: zaquvu hawu puqugo yugoma hawu
English: the cats will dislike dolphins Other: zaquma hawu taxego yugoma gera
English: a dog dislikes the dolphin Other: tomuvu gera taxeze yugovu hawu
English: a cat will dislike the cat Other: ",zaquvu gera taxego zaquvu hawu
"Other: haxa cabase tupi hikivi piqazi English: crows hit the monkey
Other: haxa vuxase tupi fiqevi tipimo English: frogs will like the child
Other: haxa sekese haxa fiqese tipimo English: people will like children
Other: tupi cabase haxa hikivi xedaje English: the crows touched a monkey
Other: haxa sekese haxa cabase tipimo English: people will like crows
Other: haxa sekese tupi sekese piqamo English: ",people will hit the people
"English: crows hit the monkey Other: haxa cabase tupi hikivi piqazi
English: frogs will like the child Other: haxa vuxase tupi fiqevi tipimo
English: people will like children Other: haxa sekese haxa fiqese tipimo
English: the crows touched a monkey Other: tupi cabase haxa hikivi xedaje
English: people will like crows Other: haxa sekese haxa cabase tipimo
English: people will hit the people Other: ",haxa sekese tupi sekese piqamo
"Other: vemeri puja sanari puja vocozu English: the dog slapped the person
Other: vemeri wuje wonoza puja pizija English: a dog hits the cats
Other: vemeri puja yobuza wuje pizija English: the dog hits crows
Other: yoburi puja qeluza puja cacuzu English: the crow saw the frogs
Other: vemeza puja yobuza puja jozoqa English: the dogs will like the crows
Other: yoburi puja qeluri puja piziqa English: ",the crow will hit the frog
"English: the dog slapped the person Other: vemeri puja sanari puja vocozu
English: a dog hits the cats Other: vemeri wuje wonoza puja pizija
English: the dog hits crows Other: vemeri puja yobuza wuje pizija
English: the crow saw the frogs Other: yoburi puja qeluza puja cacuzu
English: the dogs will like the crows Other: vemeza puja yobuza puja jozoqa
English: the crow will hit the frog Other: ",yoburi puja qeluri puja piziqa
"Other: feviye qoja cunetu nude dofepo English: the children see a bird
Other: baziye qoja faluye qoja jorepo English: the frogs hit the crows
Other: leqotu nude bazitu qoja dofepo English: a monkey sees the frog
Other: bazitu qoja cunetu nude dofene English: the frog will see a bird
Other: leqotu qoja bazitu qoja covupo English: the monkey touches the frog
Other: faluye qoja cunetu qoja covupo English: ",the crows touch the bird
"English: the children see a bird Other: feviye qoja cunetu nude dofepo
English: the frogs hit the crows Other: baziye qoja faluye qoja jorepo
English: a monkey sees the frog Other: leqotu nude bazitu qoja dofepo
English: the frog will see a bird Other: bazitu qoja cunetu nude dofene
English: the monkey touches the frog Other: leqotu qoja bazitu qoja covupo
English: the crows touch the bird Other: ",faluye qoja cunetu qoja covupo
"Other: nusegu hebu cepawi ketolu vefi English: the dogs praised a child
Other: nuselu hebu tatiwi coxilu vefi English: the dog liked a bird
Other: zizulu vefi hohime ketogu hebu English: a crow sees the children
Other: coxilu vefi tatiwi kadugu vefi English: a bird liked dolphins
Other: ketogu vefi tatime kadugu vefi English: children like dolphins
Other: coxigu vefi hohiwi ketogu vefi English: ",birds saw children
"English: the dogs praised a child Other: nusegu hebu cepawi ketolu vefi
English: the dog liked a bird Other: nuselu hebu tatiwi coxilu vefi
English: a crow sees the children Other: zizulu vefi hohime ketogu hebu
English: a bird liked dolphins Other: coxilu vefi tatiwi kadugu vefi
English: children like dolphins Other: ketogu vefi tatime kadugu vefi
English: birds saw children Other: ",coxigu vefi hohiwi ketogu vefi
"Other: tevu qisiga fubazo ponu voxiga English: a person dislikes the child
Other: ponu qisiga nacuzo ponu voxire English: the person hits the children
Other: ponu zodiga jefiyi tevu domare English: the crow will touch dolphins
Other: tevu domare siyayi tevu zodiga English: dolphins will praise a crow
Other: ponu zodire pozuzo ponu voxiga English: the crows want the child
Other: tevu qisiga siyayi ponu domaga English: ",a person will praise the dolphin
"English: a person dislikes the child Other: tevu qisiga fubazo ponu voxiga
English: the person hits the children Other: ponu qisiga nacuzo ponu voxire
English: the crow will touch dolphins Other: ponu zodiga jefiyi tevu domare
English: dolphins will praise a crow Other: tevu domare siyayi tevu zodiga
English: the crows want the child Other: ponu zodire pozuzo ponu voxiga
English: a person will praise the dolphin Other: ",tevu qisiga siyayi ponu domaga
"Other: betose puru zuloto bivase puru English: people slapped monkeys
Other: jimose puru zuloto bivase puru English: dogs slapped monkeys
Other: luyese puru vonugu betose potu English: cats want the people
Other: betose potu vonuze fumuwe potu English: the people will want the dolphin
Other: bivase potu vonuze jimose potu English: the monkeys will want the dogs
Other: bivase potu vonuto bivawe puru English: ",the monkeys wanted a monkey
"English: people slapped monkeys Other: betose puru zuloto bivase puru
English: dogs slapped monkeys Other: jimose puru zuloto bivase puru
English: cats want the people Other: luyese puru vonugu betose potu
English: the people will want the dolphin Other: betose potu vonuze fumuwe potu
English: the monkeys will want the dogs Other: bivase potu vonuze jimose potu
English: the monkeys wanted a monkey Other: ",bivase potu vonuto bivawe puru
"Other: soxu rozudi soxu sehodi dovubo English: the frogs praise the people
Other: soxu heroro kari hepidi dovubo English: the monkey praises crows
Other: kari gihedi kari herodi mujabo English: cats like monkeys
Other: kari hepidi kari sehoro tegabo English: crows touch a person
Other: soxu heroro soxu jakidi dovuno English: the monkey praised the dogs
Other: soxu herodi soxu hepidi dovuno English: ",the monkeys praised the crows
"English: the frogs praise the people Other: soxu rozudi soxu sehodi dovubo
English: the monkey praises crows Other: soxu heroro kari hepidi dovubo
English: cats like monkeys Other: kari gihedi kari herodi mujabo
English: crows touch a person Other: kari hepidi kari sehoro tegabo
English: the monkey praised the dogs Other: soxu heroro soxu jakidi dovuno
English: the monkeys praised the crows Other: ",soxu herodi soxu hepidi dovuno
"Other: caru fiwapa tabi jobupa xolewe English: the dog will slap a frog
Other: caru fulapa caru hogopa tekiva English: the monkey likes the dolphin
Other: tabi hogopa caru sixopa qoheki English: a dolphin praised the person
Other: tabi fulaze caru hogoze xolewe English: monkeys will slap the dolphins
Other: tabi jobupa caru fulaze qoheki English: a frog praised the monkeys
Other: caru fiwapa caru hogopa qoheki English: ",the dog praised the dolphin
"English: the dog will slap a frog Other: caru fiwapa tabi jobupa xolewe
English: the monkey likes the dolphin Other: caru fulapa caru hogopa tekiva
English: a dolphin praised the person Other: tabi hogopa caru sixopa qoheki
English: monkeys will slap the dolphins Other: tabi fulaze caru hogoze xolewe
English: a frog praised the monkeys Other: tabi jobupa caru fulaze qoheki
English: the dog praised the dolphin Other: ",caru fiwapa caru hogopa qoheki
"Other: zegu sunayi zegu suzisa jezowa English: the monkeys will slap the dolphins
Other: zegu xunayi wuru suyefu rikucu English: the monkey touched birds
Other: wuru suyefu wuru xumije hepibu English: birds dislike a person
Other: zegu xuzisa wuru suyefu jepewe English: the dolphin will remember birds
Other: zegu sunayi wuru xuvowa hepewe English: the monkeys remember a cat
Other: zegu xuyefu zegu sunayi ripibu English: ",the bird disliked the monkeys
"English: the monkeys will slap the dolphins Other: zegu sunayi zegu suzisa jezowa
English: the monkey touched birds Other: zegu xunayi wuru suyefu rikucu
English: birds dislike a person Other: wuru suyefu wuru xumije hepibu
English: the dolphin will remember birds Other: zegu xuzisa wuru suyefu jepewe
English: the monkeys remember a cat Other: zegu sunayi wuru xuvowa hepewe
English: the bird disliked the monkeys Other: ",zegu xuyefu zegu sunayi ripibu
"Other: vogatu zoju baqoxo difu bafewo English: the dog praised a child
Other: vokuci difu bajebo difu baqoxo English: a cat saw a dog
Other: qawuki difu baboku difu ceruga English: a frog will slap crows
Other: vogohi zoju cejebo zoju baqoxo English: the cats remembered the dog
Other: vosinu zoju baboku difu ceguri English: the frog touched people
Other: vokuci difu baqoxo difu bafewo English: ",a dog saw a child
"English: the dog praised a child Other: vogatu zoju baqoxo difu bafewo
English: a cat saw a dog Other: vokuci difu bajebo difu baqoxo
English: a frog will slap crows Other: qawuki difu baboku difu ceruga
English: the cats remembered the dog Other: vogohi zoju cejebo zoju baqoxo
English: the frog touched people Other: vosinu zoju baboku difu ceguri
English: a dog saw a child Other: ",vokuci difu baqoxo difu bafewo
"Other: gace degeqi gace yowiqi qipili English: a dolphin will like crows
Other: gace dedoya xusi yowiqi zexenu English: a child hit the crows
Other: gace yoyilo xusi yowimu bexenu English: frogs hit the birds
Other: gace degeqi gace dewimu betaqo English: a dolphin touches a bird
Other: xusi dewimu xusi yogeqi qilogo English: the bird will slap the dolphins
Other: gace yogeqi xusi yoyilo qipili English: ",dolphins will like the frogs
"English: a dolphin will like crows Other: gace degeqi gace yowiqi qipili
English: a child hit the crows Other: gace dedoya xusi yowiqi zexenu
English: frogs hit the birds Other: gace yoyilo xusi yowimu bexenu
English: a dolphin touches a bird Other: gace degeqi gace dewimu betaqo
English: the bird will slap the dolphins Other: xusi dewimu xusi yogeqi qilogo
English: dolphins will like the frogs Other: ",gace yogeqi xusi yoyilo qipili
"Other: kuli colabi hoxose nera geware English: the frog will hit monkeys
Other: nera coxawi sofowi kuli coware English: a bird saw the monkey
Other: kuli gewaku sofowi nera gexawi English: the crows saw birds
Other: kuli colabi hodazi kuli coxawi English: the frog will want the bird
Other: kuli geware hobeju kuli cotoso English: the monkeys will touch the dolphin
Other: nera gewaku hodazi kuli gexawi English: ",crows will want the birds
"English: the frog will hit monkeys Other: kuli colabi hoxose nera geware
English: a bird saw the monkey Other: nera coxawi sofowi kuli coware
English: the crows saw birds Other: kuli gewaku sofowi nera gexawi
English: the frog will want the bird Other: kuli colabi hodazi kuli coxawi
English: the monkeys will touch the dolphin Other: kuli geware hobeju kuli cotoso
English: crows will want the birds Other: ",nera gewaku hodazi kuli gexawi
"Other: nebego bara huteqe suturi juca English: the frog will praise cats
Other: zagago bara huteqe piwiri juca English: the crow will praise people
Other: midiri juca segeqe suturi juca English: monkeys will slap cats
Other: zagago bara xotaqe suturi bara English: the crow will touch the cats
Other: suturi juca jusaci piwigo juca English: cats disliked a person
Other: piwigo juca segeqe sutugo juca English: ",a person will slap a cat
"English: the frog will praise cats Other: nebego bara huteqe suturi juca
English: the crow will praise people Other: zagago bara huteqe piwiri juca
English: monkeys will slap cats Other: midiri juca segeqe suturi juca
English: the crow will touch the cats Other: zagago bara xotaqe suturi bara
English: cats disliked a person Other: suturi juca jusaci piwigo juca
English: a person will slap a cat Other: ",piwigo juca segeqe sutugo juca
"Other: kuzezi geva kurace geva renoba English: monkeys will remember children
Other: kukosi xiji durace xiji quhoxi English: the frogs liked the child
Other: durace xiji kukosi xiji quhoxi English: the child liked the frogs
Other: dunuvi geva kusawu xiji rejoci English: a person will hit the birds
Other: kurace geva duripa geva canoba English: children remember a dog
Other: dukosi xiji durace geva rehoxi English: ",the frog will like a child
"English: monkeys will remember children Other: kuzezi geva kurace geva renoba
English: the frogs liked the child Other: kukosi xiji durace xiji quhoxi
English: the child liked the frogs Other: durace xiji kukosi xiji quhoxi
English: a person will hit the birds Other: dunuvi geva kusawu xiji rejoci
English: children remember a dog Other: kurace geva duripa geva canoba
English: the frog will like a child Other: ",dukosi xiji durace geva rehoxi
"Other: zemoma lala tixezu neruma foda English: the bird will want a dolphin
Other: cegelo foda neqeko joxilo lala English: people praise the dogs
Other: zemolo foda jafeko cegema lala English: birds touch the person
Other: qezilo lala tixeko joxima lala English: the crows want the dog
Other: joxilo foda rehuko neruma lala English: dogs like the dolphin
Other: qezima lala tixeko neruma foda English: ",the crow wants a dolphin
"English: the bird will want a dolphin Other: zemoma lala tixezu neruma foda
English: people praise the dogs Other: cegelo foda neqeko joxilo lala
English: birds touch the person Other: zemolo foda jafeko cegema lala
English: the crows want the dog Other: qezilo lala tixeko joxima lala
English: dogs like the dolphin Other: joxilo foda rehuko neruma lala
English: the crow wants a dolphin Other: ",qezima lala tixeko neruma foda
"Other: niguta siwi kufuta siwi qagaji English: a child hits a crow
Other: kuqota siwi niguta vega qagaji English: a dog hits the child
Other: pazele siwi niguta vega qagavo English: people will hit the child
Other: kuqota siwi hodile vega qufihu English: a dog saw the birds
Other: kufuta vega niguta vega sayuhu English: the crow remembered the child
Other: nigule vega niguta siwi qagahu English: ",the children hit a child
"English: a child hits a crow Other: niguta siwi kufuta siwi qagaji
English: a dog hits the child Other: kuqota siwi niguta vega qagaji
English: people will hit the child Other: pazele siwi niguta vega qagavo
English: a dog saw the birds Other: kuqota siwi hodile vega qufihu
English: the crow remembered the child Other: kufuta vega niguta vega sayuhu
English: the children hit a child Other: ",nigule vega niguta siwi qagahu
"Other: rusi fehuni tupa xiceni kofowa English: a bird saw the monkey
Other: rusi pesaba rusi jixoni ferake English: cats dislike a dog
Other: rusi xiceni tupa jixoba tahiwa English: a monkey wanted the dogs
Other: rusi jutoba rusi jixoni ferane English: crows will dislike a dog
Other: tupa jixoba tupa pesaba ferake English: the dogs dislike the cats
Other: tupa jixoni tupa pesaba tahine English: ",the dog will want the cats
"English: a bird saw the monkey Other: rusi fehuni tupa xiceni kofowa
English: cats dislike a dog Other: rusi pesaba rusi jixoni ferake
English: a monkey wanted the dogs Other: rusi xiceni tupa jixoba tahiwa
English: crows will dislike a dog Other: rusi jutoba rusi jixoni ferane
English: the dogs dislike the cats Other: tupa jixoba tupa pesaba ferake
English: the dog will want the cats Other: ",tupa jixoni tupa pesaba tahine
"Other: lanope boyu bovene qoge sabiru English: the crow will slap dolphins
Other: texene boyu xixape boyu futozi English: the dogs praised the monkey
Other: bovepe boyu kilune boyu xuposu English: the dolphin hits the children
Other: lanope qoge texepe qoge sabiru English: a crow will slap a dog
Other: texepe qoge lanope qoge sabisu English: a dog slaps a crow
Other: kilune boyu lanope boyu xuposu English: ",the children hit the crow
"English: the crow will slap dolphins Other: lanope boyu bovene qoge sabiru
English: the dogs praised the monkey Other: texene boyu xixape boyu futozi
English: the dolphin hits the children Other: bovepe boyu kilune boyu xuposu
English: a crow will slap a dog Other: lanope qoge texepe qoge sabiru
English: a dog slaps a crow Other: texepe qoge lanope qoge sabisu
English: the children hit the crow Other: ",kilune boyu lanope boyu xuposu
"Other: qoco kononu wohero juqa yirehi English: birds remembered the dog
Other: qoco kononu wohezo juqa tavunu English: birds will remember the people
Other: juqa yirenu jetezo qoco kononu English: the dogs will praise birds
Other: juqa yirenu zuvufo qoco soyonu English: the dogs hit cats
Other: juqa kononu zuvuzo juqa yirenu English: the birds will hit the dogs
Other: juqa konohi jetezo juqa soyonu English: ",the bird will praise the cats
"English: birds remembered the dog Other: qoco kononu wohero juqa yirehi
English: birds will remember the people Other: qoco kononu wohezo juqa tavunu
English: the dogs will praise birds Other: juqa yirenu jetezo qoco kononu
English: the dogs hit cats Other: juqa yirenu zuvufo qoco soyonu
English: the birds will hit the dogs Other: juqa kononu zuvuzo juqa yirenu
English: the bird will praise the cats Other: ",juqa konohi jetezo juqa soyonu
"Other: zaso luquca zaso xetaca mapina English: the bird will like the monkey
Other: zaso kococa vamu luqusa razoye English: the crow hit birds
Other: vamu kococa zaso xetasa mapina English: a crow will like the monkeys
Other: zaso xetasa zaso zigisa kusona English: the monkeys will praise the cats
Other: vamu luquca zaso xetasa naxaye English: a bird remembered the monkeys
Other: zaso xetasa vamu luqusa mapina English: ",the monkeys will like birds
"English: the bird will like the monkey Other: zaso luquca zaso xetaca mapina
English: the crow hit birds Other: zaso kococa vamu luqusa razoye
English: a crow will like the monkeys Other: vamu kococa zaso xetasa mapina
English: the monkeys will praise the cats Other: zaso xetasa zaso zigisa kusona
English: a bird remembered the monkeys Other: vamu luquca zaso xetasa naxaye
English: the monkeys will like birds Other: ",zaso xetasa vamu luqusa mapina
"Other: yive wugiru wuceso yive petoru English: the dolphins dislike the crows
Other: yive safeco kumeso yive lararu English: the person wants the monkeys
Other: qiri laraco peguso qiri petoco English: a monkey hits a crow
Other: qiri naboco wucequ yive wugico English: a cat will dislike the dolphin
Other: yive naboru wuceba yive kiruco English: the cats disliked the frog
Other: yive petoco peguso qiri lararu English: ",the crow hits monkeys
"English: the dolphins dislike the crows Other: yive wugiru wuceso yive petoru
English: the person wants the monkeys Other: yive safeco kumeso yive lararu
English: a monkey hits a crow Other: qiri laraco peguso qiri petoco
English: a cat will dislike the dolphin Other: qiri naboco wucequ yive wugico
English: the cats disliked the frog Other: yive naboru wuceba yive kiruco
English: the crow hits monkeys Other: ",yive petoco peguso qiri lararu
"Other: zosi yezive sepuje hifu yexaca English: the frog touches a child
Other: zosi nowate sejowu zosi yerita English: the dogs remember the dolphin
Other: zosi yehofe sekiga zosi yexaca English: the person slaps the child
Other: zosi yewate wujowu zosi yerita English: the dog remembered the dolphin
Other: zosi yerita puheli zosi yesuko English: the dolphin will dislike the cat
Other: zosi noxaca pujowu zosi yexaca English: ",the children will remember the child
"English: the frog touches a child Other: zosi yezive sepuje hifu yexaca
English: the dogs remember the dolphin Other: zosi nowate sejowu zosi yerita
English: the person slaps the child Other: zosi yehofe sekiga zosi yexaca
English: the dog remembered the dolphin Other: zosi yewate wujowu zosi yerita
English: the dolphin will dislike the cat Other: zosi yerita puheli zosi yesuko
English: the children will remember the child Other: ",zosi noxaca pujowu zosi yexaca
"Other: koqa wigupi koqa wuriva momisi English: children will hit a crow
Other: koqa wumaso koqa wiwoxe womisi English: a monkey hits dolphins
Other: niya wuhenu koqa wuriva womisi English: the dog hits a crow
Other: koqa wuhenu niya wiwoxe wovado English: a dog remembers the dolphins
Other: niya wugupi niya wihenu wovado English: the child remembers the dogs
Other: koqa wuwoxe koqa wiwoxe wovado English: ",a dolphin remembers dolphins
"English: children will hit a crow Other: koqa wigupi koqa wuriva momisi
English: a monkey hits dolphins Other: koqa wumaso koqa wiwoxe womisi
English: the dog hits a crow Other: niya wuhenu koqa wuriva womisi
English: a dog remembers the dolphins Other: koqa wuhenu niya wiwoxe wovado
English: the child remembers the dogs Other: niya wugupi niya wihenu wovado
English: a dolphin remembers dolphins Other: ",koqa wuwoxe koqa wiwoxe wovado
"Other: fijuye fovo hoxibi joviye fovo English: people liked children
Other: joviwa nejo gacexa fijuye nejo English: the child touches the people
Other: joviwa nejo gacece juyiwa fovo English: the child will touch a crow
Other: joviwa fovo deqobi luwowa fovo English: a child saw a bird
Other: juyiye nejo gacebi hokowa nejo English: the crows touched the dolphin
Other: luwowa fovo gacebi juyiwa fovo English: ",a bird touched a crow
"English: people liked children Other: fijuye fovo hoxibi joviye fovo
English: the child touches the people Other: joviwa nejo gacexa fijuye nejo
English: the child will touch a crow Other: joviwa nejo gacece juyiwa fovo
English: a child saw a bird Other: joviwa fovo deqobi luwowa fovo
English: the crows touched the dolphin Other: juyiye nejo gacebi hokowa nejo
English: a bird touched a crow Other: ",luwowa fovo gacebi juyiwa fovo
"Other: gosexa quxezu hewe xiseta hewe English: the birds praise the person
Other: wedino ridozu hewe quxezu debu English: the crows will slap birds
Other: jutano ridota hewe xiseta hewe English: the crow will see the person
Other: wediqa tigita debu feqizu hewe English: a dolphin slapped the frogs
Other: maquxa xiseta hewe quxeta hewe English: the person hits the bird
Other: jutaxa quxezu hewe ridozu hewe English: ",the birds see the crows
"English: the birds praise the person Other: gosexa quxezu hewe xiseta hewe
English: the crows will slap birds Other: wedino ridozu hewe quxezu debu
English: the crow will see the person Other: jutano ridota hewe xiseta hewe
English: a dolphin slapped the frogs Other: wediqa tigita debu feqizu hewe
English: the person hits the bird Other: maquxa xiseta hewe quxeta hewe
English: the birds see the crows Other: ",jutaxa quxezu hewe ridozu hewe
"Other: gime qajoro gime nogero fiheyi English: the crow touched the monkey
Other: patu cexome patu deraro fiheyi English: people touched a bird
Other: patu deraro gime qajoro ceqayi English: a bird remembered the crow
Other: gime posime patu seyeme fiheyi English: the dogs touched children
Other: patu nogeme gime posime terojo English: monkeys like the dogs
Other: gime derame patu cexoro fihejo English: ",the birds touch a person
"English: the crow touched the monkey Other: gime qajoro gime nogero fiheyi
English: people touched a bird Other: patu cexome patu deraro fiheyi
English: a bird remembered the crow Other: patu deraro gime qajoro ceqayi
English: the dogs touched children Other: gime posime patu seyeme fiheyi
English: monkeys like the dogs Other: patu nogeme gime posime terojo
English: the birds touch a person Other: ",gime derame patu cexoro fihejo
"Other: boja tiwebi geji bepimu qusuji English: the monkeys disliked a cat
Other: boja ricobi boja pugumu xecana English: the dogs slap the person
Other: geji tiwebi geji tarubi duwiji English: monkeys touched dolphins
Other: geji ricobi boja pugumu qusucu English: dogs will dislike the person
Other: boja bepimu boja tiwebi duwicu English: the cat will touch the monkeys
Other: geji tarubi geji tiwemu qusucu English: ",dolphins will dislike a monkey
"English: the monkeys disliked a cat Other: boja tiwebi geji bepimu qusuji
English: the dogs slap the person Other: boja ricobi boja pugumu xecana
English: monkeys touched dolphins Other: geji tiwebi geji tarubi duwiji
English: dogs will dislike the person Other: geji ricobi boja pugumu qusucu
English: the cat will touch the monkeys Other: boja bepimu boja tiwebi duwicu
English: dolphins will dislike a monkey Other: ",geji tarubi geji tiwemu qusucu
"Other: dopofi faqu setofo sofofe hiru English: monkeys liked the cat
Other: masefi faqu yatafo xucafe faqu English: dogs slapped a person
Other: harafe faqu setofo dopofe hiru English: a bird liked the monkey
Other: pasafe hiru mivadi xucafi hiru English: the crow sees the people
Other: pasafe hiru qiduwe masefi faqu English: the crow will hit dogs
Other: masefe hiru setofo xucafe faqu English: ",the dog liked a person
"English: monkeys liked the cat Other: dopofi faqu setofo sofofe hiru
English: dogs slapped a person Other: masefi faqu yatafo xucafe faqu
English: a bird liked the monkey Other: harafe faqu setofo dopofe hiru
English: the crow sees the people Other: pasafe hiru mivadi xucafi hiru
English: the crow will hit dogs Other: pasafe hiru qiduwe masefi faqu
English: the dog liked a person Other: ",masefe hiru setofo xucafe faqu
"Other: damuji gohi vebune gohi siqeno English: a bird will see monkeys
Other: sexune gohi vebune xeje luduzo English: crows praise the monkeys
Other: zeyiji gohi mebene gohi xetizo English: a person likes children
Other: jibane gohi zeyiji xeje xetizo English: cats like the person
Other: zeyine gohi jibaji gohi siqeno English: people will see a cat
Other: zeyine gohi damune gohi siqeno English: ",people will see birds
"English: a bird will see monkeys Other: damuji gohi vebune gohi siqeno
English: crows praise the monkeys Other: sexune gohi vebune xeje luduzo
English: a person likes children Other: zeyiji gohi mebene gohi xetizo
English: cats like the person Other: jibane gohi zeyiji xeje xetizo
English: people will see a cat Other: zeyine gohi jibaji gohi siqeno
English: people will see birds Other: ",zeyine gohi damune gohi siqeno
"Other: lore tajoro lore tadefe sunoba English: a dog saw a cat
Other: koki tajovu lore tajozi honoba English: the monkey will see a crow
Other: lore rajozi koki taximo xiwewi English: crows praise the dolphin
Other: lore taximo koki rajoro xizimo English: a dolphin remembers the dogs
Other: lore tadefe lore tajoro surixu English: a cat disliked a dog
Other: lore tajozi koki taximo sunoba English: ",a crow saw the dolphin
